Name,Ziel,Prompt,Beispiel,Status,Tag
Prompt 238: CTA Builder: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 Pricing-Optionen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 239: Content Audit: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Tweet Engine und generiere 12 High-Ticket-Argumente. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 240: Positionierung: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Checkliste. Zielgruppe: Berater. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 241: Offer Design: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 242: Pricing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 9 CTA-Ideen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 243: Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 CTA-Ideen fuer Berater. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 244: Content Kalender: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 Content-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 245: Repurposing: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 9 High-Ticket-Argumente im Stil Kurz und direkt. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 246: Story Framework: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 10 Hooks fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 247: Objection Handling: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 10 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 248: Use-Case Mapping: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 CTA-Ideen fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 249: Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 250: Angle Finder: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Creator Stack und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 251: Benefit Stacking: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 7 High-Ticket-Argumente im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 252: Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Content-Ideen fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 253: SaaS Content: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Content-Titel fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 254: Creator Newsletter: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Pricing-Optionen fuer Berater. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 255: Sales Page: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Prompt Pack und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 256: DM Scripts: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 257: Kurzvideo Skript: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Use-Cases fuer Coaches. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 258: FAQ Engine: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 Use-Cases fuer Berater. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 259: Landing Page: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 260: Mastermind: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 9 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 261: Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 7 Objection-Replies fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 262: Thread Outline: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 10 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 263: Tweet Variations: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 12 Pricing-Optionen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 264: CTA Builder: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 10 DM-Templates fuer Coaches. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 265: Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Thread System und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 266: Positionierung: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 DM-Templates fuer SaaS Founder. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 267: Offer Design: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Pricing-Optionen im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 268: Pricing: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 7 Hooks fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 269: Lead Magnet: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 9 Thread-Outlines fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 270: Content Kalender: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.","Baue 9 DM-Templates fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 271: Repurposing: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 9 Use-Cases fuer Berater. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 272: Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 7 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 273: Objection Handling: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Content-Ideen fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 274: Use-Case Mapping: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Objection-Replies fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 275: Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 Tweet-Varianten fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 276: Angle Finder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 5 CTA-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 277: Benefit Stacking: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 12 Use-Cases fuer Solo-Creator. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 278: Case Study: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 9 Tweet-Varianten fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 279: SaaS Content: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Checkliste. Zielgruppe: Agenturen. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 280: Creator Newsletter: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Offer-Statements im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 281: Sales Page: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 12 DM-Templates fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 282: DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Framework. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 283: Kurzvideo Skript: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 284: FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 9 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 285: Landing Page: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 DM-Templates fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 286: Mastermind: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 Content-Titel im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 287: Hook Generator: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 High-Ticket-Argumente fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 288: Thread Outline: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 Hooks fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 289: Tweet Variations: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 10 DM-Templates fuer SaaS Founder. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 290: CTA Builder: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Template. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 291: Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 10 Content-Ideen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 292: Positionierung: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 5 High-Ticket-Argumente fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 293: Offer Design: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Offer-Statements fuer Coaches. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 294: Pricing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Framework. Zielgruppe: Coaches. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 295: Lead Magnet: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 296: Content Kalender: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Content-Titel fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 297: Repurposing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Pricing-Optionen fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 298: Story Framework: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 9 Thread-Outlines fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 299: Objection Handling: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 12 High-Ticket-Argumente fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 300: Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 Content-Ideen fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 301: Audience Research: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Tweet Engine und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 302: Angle Finder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 CTA-Ideen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 303: Benefit Stacking: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 10 Lead-Magnet-Ideen im Stil Checkliste. Zielgruppe: Solo-Creator. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 304: Case Study: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Use-Cases fuer Solo-Creator. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 305: SaaS Content: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 Objection-Replies fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 306: Creator Newsletter: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Content-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 307: Sales Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Creator Stack und generiere 9 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 308: DM Scripts: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 309: Kurzvideo Skript: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere AI-Agenten Workflow und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 310: FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Tweet-Varianten fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 311: Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 9 Content-Ideen fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 312: Mastermind: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 DM-Templates im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 313: Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 9 Objection-Replies fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 314: Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 315: Tweet Variations: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 12 CTA-Ideen fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 316: CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 12 CTA-Ideen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 317: Content Audit: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 7 Lead-Magnet-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 318: Positionierung: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 CTA-Ideen fuer B2B Marketer. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 319: Offer Design: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Use-Cases fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
