Name,Date,Type,Platform,Text,Status
Thread 8,2026-03-30,thread,X/Twitter,"Hook-Tests mit 30 Varianten klingt simpel, ist aber ein Gamechanger. / Viele Threads scheitern am ersten Tweet. / Hook-First zwingt dich zu Klarheit. / Sammle 30 Hooks, teste 10, behalte 3. / Erst dann baust du den Rest des Threads. / Prinzip: Stelle Fragen statt zu predigen. / These: Der Wunsch nach Erfolg braucht ein definites Ziel. / CTA: Wenn du das System willst: antworte mit AGENTS.",Scheduled
Prompt 157,2026-03-30,prompt,X/Twitter,"Erstelle 10 DM-Templates fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Scheduled
Prompt 158,2026-03-30,prompt,X/Twitter,Erstelle 12 Offer-Statements fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 159,2026-03-30,prompt,X/Twitter,"Baue 7 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Scheduled
Tweet 54,2026-03-31,tweet,X/Twitter,Ohne System bleibt es Zufall. Planbar wird es durch Quality Gates nach jedem Schritt: eine konstante Pipeline ohne Burnout. Flow: Orchestrator -> Ideation -> Writer -> Refiner. Hoere aufrichtig zu. Ein Batch pro Woche reicht fuer 7 Tage Output.,Scheduled
Prompt 160,2026-03-31,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Pro/Contra. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 161,2026-03-31,prompt,X/Twitter,"Erstelle 10 Lead-Magnet-Ideen fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Scheduled
Prompt 162,2026-03-31,prompt,X/Twitter,"Erstelle eine Liste von 9 Thread-Outlines fuer Berater. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Tweet 55,2026-04-01,tweet,X/Twitter,"Der groesste Fehler: zu breite Prompts ohne Output-Format. Fix: Hooks zuerst sammeln. So entstehen 50 Threads pro Monat mit 12 Agenten. Stelle Fragen statt zu predigen. Du brauchst Klarheit, nicht mehr Disziplin. Fang mit 10 Agenten an und skaliere dann.",Scheduled
Prompt 163,2026-04-01,prompt,X/Twitter,Analysiere Content Factory und generiere 5 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 164,2026-04-01,prompt,X/Twitter,Analysiere Creator Stack und generiere 9 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 165,2026-04-01,prompt,X/Twitter,Erstelle 5 Content-Titel fuer Agenturen. Nutze Kurz und direkt und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 56,2026-04-02,tweet,X/Twitter,"Die Formel: kleine Modelle fuer Masse und Mid-Modelle fuer Schliff + Batching: 30 Hooks, dann 30 Drafts = eine klare Content-Routine. Ergebnis: messbar bessere Conversion. Der Wunsch nach Erfolg braucht ein definites Ziel.",Scheduled
Prompt 166,2026-04-02,prompt,X/Twitter,Erstelle 5 Objection-Replies fuer Agenturen. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 167,2026-04-02,prompt,X/Twitter,Erstelle 10 Objection-Replies fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 168,2026-04-02,prompt,X/Twitter,"Erstelle 12 Pricing-Optionen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Scheduled
Tweet 57,2026-04-03,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Flow: Thema -> Hook -> Draft -> CTA. Output: skalierbare Content-Produktion mit 16 Agenten. Beharrlichkeit schlaegt Talent. Wenn du 10 Hooks testest, findest du 2 Gewinner. Ohne Struktur bleibt Output Zufall.",Scheduled
Prompt 169,2026-04-03,prompt,X/Twitter,Erstelle 7 DM-Templates fuer Agenturen. Nutze Framework und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 170,2026-04-03,prompt,X/Twitter,"Erstelle 7 Offer-Statements fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Scheduled
Prompt 171,2026-04-03,prompt,X/Twitter,Analysiere Mastermind-Plan und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 58,2026-04-04,tweet,X/Twitter,"16 Agenten parallel liefern 300 Tweets pro Woche. Der Hebel: Output-Funnels statt Einmal-Posts. Batching: 30 Hooks, dann 30 Drafts. Ergebnis: saubere Struktur ohne Ueberforderung. Keine Ausreden, nur Handlung. 30 Hooks in 60 Minuten sind realistisch.",Scheduled
Prompt 172,2026-04-04,prompt,X/Twitter,"Erstelle eine Liste von 5 CTA-Ideen fuer Solo-Creator. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 173,2026-04-04,prompt,X/Twitter,"Erstelle 7 Hooks fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: AI-Agenten Workflow.",Scheduled
Prompt 174,2026-04-04,prompt,X/Twitter,Erstelle 7 Objection-Replies fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 59,2026-04-05,tweet,X/Twitter,"Kosten runter, Output hoch: eine Ideenmaschine vor der Schreibmaschine. Ergebnis: 400 Premium-Prompts. Mehr Output bei weniger Kopfschmerz. Mastermind-Denken multipliziert Ergebnisse. 30 Hooks in 60 Minuten sind realistisch.",Scheduled
Prompt 175,2026-04-05,prompt,X/Twitter,Erstelle 7 Use-Cases fuer Solo-Creator. Nutze Pro/Contra und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 176,2026-04-05,prompt,X/Twitter,"Erstelle eine Liste von 12 Hooks fuer SaaS Founder. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 177,2026-04-05,prompt,X/Twitter,"Erstelle eine Liste von 7 Content-Ideen fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Tweet 60,2026-04-06,tweet,X/Twitter,"Der groesste Fehler: die Hook-Phase zu ueberspringen. Fix: eine Rolle pro Agent definieren. So entstehen 300 Tweets pro Woche mit 25 Agenten. Mastermind-Denken multipliziert Ergebnisse. Qualitaet kommt vom Review, nicht vom Zufall.",Scheduled
Thread 9,2026-04-06,thread,X/Twitter,"Mein System in kurz: Threads ohne Brainload. / Prinzip: Zeige ehrliche Wertschaetzung. / These: Triff eine klare Entscheidung und bleib dran. / Haltung: Keine Ausreden, nur Handlung. / Framework: Orchestrator -> Ideation -> Writer -> Refiner. / Schritt 1: Sammle 30 Hooks in 1 Session. / Schritt 2: Schreibe Drafts im Batch. / Schritt 3: Kuerze hart und pruefe Nutzen. / CTA: Kommentiere AGENTS fuer die Struktur.",Scheduled
Prompt 178,2026-04-06,prompt,X/Twitter,Erstelle 7 CTA-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 179,2026-04-06,prompt,X/Twitter,"Baue 9 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Scheduled
Prompt 180,2026-04-06,prompt,X/Twitter,Analysiere Monetarisierungs-Funnel und generiere 5 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 61,2026-04-07,tweet,X/Twitter,"Du brauchst keine 10x Kreativitaet, sondern Output-Funnels statt Einmal-Posts. Damit lieferst du eine klare Content-Routine. Preisleiter: Einstieg, Kernangebot, Premium-Upgrade. Du brauchst Klarheit, nicht mehr Disziplin.",Scheduled
Prompt 181,2026-04-07,prompt,X/Twitter,"Erstelle 10 Thread-Outlines fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Scheduled
Prompt 182,2026-04-07,prompt,X/Twitter,"Baue 7 High-Ticket-Argumente fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Scheduled
Prompt 183,2026-04-07,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Framework. Zielgruppe: SaaS Founder. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 62,2026-04-08,tweet,X/Twitter,"Parallelisierung ist der Cheatcode: 12 Agenten, eine klare Content-Routine, messbar bessere Conversion. Weg: Flow: Orchestrator -> Ideation -> Writer -> Refiner. Keine Ausreden, nur Handlung. Ohne Struktur bleibt Output Zufall.",Scheduled
Prompt 184,2026-04-08,prompt,X/Twitter,"Erstelle eine Liste von 10 Objection-Replies fuer B2B Marketer. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 185,2026-04-08,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 7 DM-Templates im Stil Template. Zielgruppe: Berater. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 186,2026-04-08,prompt,X/Twitter,Analysiere Prompt Pack und generiere 10 High-Ticket-Argumente. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 63,2026-04-09,tweet,X/Twitter,Die Formel: Output-Funnels statt Einmal-Posts + Regel: jede Aufgabe in 120 Woerter kapseln = skalierbare Content-Produktion. Ergebnis: schnelleres Testing von Hooks. Mastermind-Denken multipliziert Ergebnisse. Ein Batch pro Woche reicht fuer 7 Tage Output.,Scheduled
Prompt 187,2026-04-09,prompt,X/Twitter,Erstelle 10 Content-Titel fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 188,2026-04-09,prompt,X/Twitter,"Baue 5 Objection-Replies fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Scheduled
Prompt 189,2026-04-09,prompt,X/Twitter,Analysiere Thread System und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 64,2026-04-10,tweet,X/Twitter,"Der groesste Fehler: die Hook-Phase zu ueberspringen. Fix: Hooks zuerst sammeln. So entstehen 300 Tweets pro Woche mit 16 Agenten. Keine Ausreden, nur Handlung. Einmal gebaut, laeuft der Prozess jeden Monat. Kommentiere AGENTS fuer die Struktur.",Scheduled
Prompt 190,2026-04-10,prompt,X/Twitter,"Erstelle eine Liste von 7 Tweet-Varianten fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 191,2026-04-10,prompt,X/Twitter,Analysiere Thread System und generiere 10 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 192,2026-04-10,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Hooks im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 65,2026-04-11,tweet,X/Twitter,"20 Agenten parallel liefern 300 Tweets pro Woche. Der Hebel: klare Rollen statt All-in-One. Flow: Orchestrator -> Ideation -> Writer -> Refiner. Ergebnis: messbar bessere Conversion. Du entscheidest. Wenn du 10 Hooks testest, findest du 2 Gewinner.",Scheduled
Prompt 193,2026-04-11,prompt,X/Twitter,"Baue 10 Offer-Statements fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Scheduled
Prompt 194,2026-04-11,prompt,X/Twitter,Erstelle 5 Tweet-Varianten fuer Coaches. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 195,2026-04-11,prompt,X/Twitter,"Erstelle 7 High-Ticket-Argumente fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Scheduled
Tweet 66,2026-04-12,tweet,X/Twitter,"Content skaliert nicht mit mehr Zeit, sondern durch Proof-Checks nach jedem Schritt. Mit 25 Agenten baust du eine Content-Bibliothek fuer 90 Tage. Flow: Hook -> Draft -> Refine -> Publish. Zeige ehrliche Wertschaetzung. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 196,2026-04-12,prompt,X/Twitter,Erstelle 5 Tweet-Varianten fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 197,2026-04-12,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Framework. Zielgruppe: Coaches. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 198,2026-04-12,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 67,2026-04-13,tweet,X/Twitter,"Der groesste Fehler: die Hook-Phase zu ueberspringen. Fix: Stichproben-Review einbauen. So entstehen eine konstante Pipeline ohne Burnout mit 25 Agenten. Klare Haltung, klare Richtung. Qualitaet kommt vom Review, nicht vom Zufall.",Scheduled
Thread 10,2026-04-13,thread,X/Twitter,"Warum Premium-Prompts als Produkt dein groesster Hebel ist. / Viele Threads scheitern am ersten Tweet. / Hook-First zwingt dich zu Klarheit. / Sammle 30 Hooks, teste 10, behalte 3. / Erst dann baust du den Rest des Threads. / Prinzip: Wecke den Wunsch im anderen. / These: Der Wunsch nach Erfolg braucht ein definites Ziel. / CTA: Wenn du das System willst: antworte mit AGENTS.",Scheduled
Prompt 199,2026-04-13,prompt,X/Twitter,"Erstelle 10 Tweet-Varianten fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Scheduled
Prompt 200,2026-04-13,prompt,X/Twitter,"Erstelle eine Liste von 5 CTA-Ideen fuer B2B Marketer. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 201,2026-04-13,prompt,X/Twitter,Erstelle 5 Tweet-Varianten fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 68,2026-04-14,tweet,X/Twitter,"Die Formel: kleine Modelle fuer Masse und Mid-Modelle fuer Schliff + Regel: jede Aufgabe in 120 Woerter kapseln = 400 Premium-Prompts. Ergebnis: schnelleres Testing von Hooks. Verlange fuer Ergebnis, nicht fuer Zeit. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 202,2026-04-14,prompt,X/Twitter,Analysiere Hook-Datenbank und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 203,2026-04-14,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 204,2026-04-14,prompt,X/Twitter,"Baue 12 Content-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Scheduled
Tweet 69,2026-04-15,tweet,X/Twitter,"Die Formel: kleine Modelle fuer Masse und Mid-Modelle fuer Schliff + Flow: Hook -> Draft -> Refine -> Publish = eine klare Content-Routine. Ergebnis: stabile Reichweite durch Konstanz. Verlange fuer Ergebnis, nicht fuer Zeit.",Scheduled
Prompt 205,2026-04-15,prompt,X/Twitter,Erstelle 10 Objection-Replies fuer SaaS Founder. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 206,2026-04-15,prompt,X/Twitter,"Baue 10 Offer-Statements fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Scheduled
Prompt 207,2026-04-15,prompt,X/Twitter,Analysiere Tweet Engine und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 70,2026-04-16,tweet,X/Twitter,"Der groesste Fehler: keine QA-Stufe einzuplanen. Fix: Output-Formate fixieren. So entstehen 30 getestete Hooks pro Woche mit 20 Agenten. Du entscheidest. Wenn du 10 Hooks testest, findest du 2 Gewinner. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 208,2026-04-16,prompt,X/Twitter,"Erstelle 7 Pricing-Optionen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Scheduled
Prompt 209,2026-04-16,prompt,X/Twitter,Analysiere Tweet Engine und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 210,2026-04-16,prompt,X/Twitter,"Baue 12 Offer-Statements fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Scheduled
Tweet 71,2026-04-17,tweet,X/Twitter,"Parallelisierung ist der Cheatcode: 12 Agenten, eine klare Content-Routine, saubere Struktur ohne Ueberforderung. Weg: Flow: Orchestrator -> Ideation -> Writer -> Refiner. Hoere aufrichtig zu. Qualitaet kommt vom Review, nicht vom Zufall.",Scheduled
Prompt 211,2026-04-17,prompt,X/Twitter,"Baue 5 Content-Titel fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Scheduled
Prompt 212,2026-04-17,prompt,X/Twitter,"Erstelle 7 Pricing-Optionen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Scheduled
Prompt 213,2026-04-17,prompt,X/Twitter,"Baue 12 Use-Cases fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Mastermind-Plan.",Scheduled
Tweet 72,2026-04-18,tweet,X/Twitter,"Kosten runter, Output hoch: eine Task-Matrix mit festen Slots. Ergebnis: 30 getestete Hooks pro Woche. Messbar bessere Conversion. Stelle Fragen statt zu predigen. 30 Hooks in 60 Minuten sind realistisch. Fang mit 10 Agenten an und skaliere dann.",Scheduled
Prompt 214,2026-04-18,prompt,X/Twitter,"Baue 7 Thread-Outlines fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Scheduled
Prompt 215,2026-04-18,prompt,X/Twitter,Erstelle 5 Tweet-Varianten fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 216,2026-04-18,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 5 Hooks im Stil Beispiel + Analyse. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 73,2026-04-19,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Flow: Orchestrator -> Ideation -> Writer -> Refiner. Output: skalierbare Content-Produktion mit 20 Agenten. Beharrlichkeit schlaegt Talent. Fang mit 10 Agenten an und skaliere dann.",Scheduled
Prompt 217,2026-04-19,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 218,2026-04-19,prompt,X/Twitter,"Erstelle 10 Content-Titel fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Scheduled
Prompt 219,2026-04-19,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Schritt-fuer-Schritt. Zielgruppe: Solo-Creator. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 74,2026-04-20,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Regel: jede Aufgabe in 120 Woerter kapseln. Output: 50 Threads pro Monat mit 12 Agenten. Monetarisierung heisst: klares Offer, klares Versprechen. Ein System macht Content planbar.",Scheduled
Thread 11,2026-04-20,thread,X/Twitter,Warum Content-Batching fuer Creator dein groesster Hebel ist. / Symptom: Zu wenig Output trotz viel Arbeit. / Ursache: Rollen sind nicht getrennt. / Loesung: 1 Agent = 1 Aufgabe. / Prinzip: Hoere aufrichtig zu. / These: Der Wunsch nach Erfolg braucht ein definites Ziel. / Haltung: Handlung vor Ausrede. / CTA: Kommentiere AGENTS fuer die Struktur.,Scheduled
Prompt 220,2026-04-20,prompt,X/Twitter,"Erstelle eine Liste von 9 High-Ticket-Argumente fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 221,2026-04-20,prompt,X/Twitter,"Erstelle 7 High-Ticket-Argumente fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Scheduled
Prompt 222,2026-04-20,prompt,X/Twitter,"Baue 12 Objection-Replies fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Scheduled
Tweet 75,2026-04-21,tweet,X/Twitter,"Ohne System bleibt es Zufall. Planbar wird es durch Systemdesign statt Talent: 30 getestete Hooks pro Woche. Regel: jede Aufgabe in 120 Woerter kapseln. Verlange fuer Ergebnis, nicht fuer Zeit. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 223,2026-04-21,prompt,X/Twitter,"Erstelle 10 Objection-Replies fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Scheduled
Prompt 224,2026-04-21,prompt,X/Twitter,"Erstelle eine Liste von 10 Hooks fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 225,2026-04-21,prompt,X/Twitter,"Baue 9 CTA-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Scheduled
Tweet 76,2026-04-22,tweet,X/Twitter,"Content skaliert nicht mit mehr Zeit, sondern durch Quality Gates nach jedem Schritt. Mit 25 Agenten baust du 300 Tweets pro Woche. Regel: jede Aufgabe in 120 Woerter kapseln. Der Wunsch nach Erfolg braucht ein definites Ziel.",Scheduled
Prompt 226,2026-04-22,prompt,X/Twitter,"Baue 5 High-Ticket-Argumente fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Scheduled
Prompt 227,2026-04-22,prompt,X/Twitter,Analysiere Tweet Engine und generiere 9 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 228,2026-04-22,prompt,X/Twitter,Erstelle 10 Offer-Statements fuer Solo-Creator. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 77,2026-04-23,tweet,X/Twitter,"Du brauchst keine 10x Kreativitaet, sondern kleine Modelle fuer Masse und Mid-Modelle fuer Schliff. Damit lieferst du eine konstante Pipeline ohne Burnout. Zeige ehrliche Wertschaetzung. Einmal gebaut, laeuft der Prozess jeden Monat.",Scheduled
Prompt 229,2026-04-23,prompt,X/Twitter,Analysiere Hook-Datenbank und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 230,2026-04-23,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Lead-Magnet-Ideen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 231,2026-04-23,prompt,X/Twitter,"Baue 7 Thread-Outlines fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Scheduled
Tweet 78,2026-04-24,tweet,X/Twitter,"Du brauchst keine 10x Kreativitaet, sondern klare Rollen statt All-in-One. Damit lieferst du skalierbare Content-Produktion. Mastermind-Denken multipliziert Ergebnisse. Ein System macht Content planbar. Willst du den Workflow? Schreib AGENTS.",Scheduled
Prompt 232,2026-04-24,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 12 Content-Titel im Stil Pro/Contra. Zielgruppe: Coaches. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 233,2026-04-24,prompt,X/Twitter,Analysiere Content Factory und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 234,2026-04-24,prompt,X/Twitter,Analysiere Creator Stack und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 79,2026-04-25,tweet,X/Twitter,"Content skaliert nicht mit mehr Zeit, sondern durch klare Rollen statt All-in-One. Mit 12 Agenten baust du eine Content-Bibliothek fuer 90 Tage. Flow: Thema -> Hook -> Draft -> CTA. Zeige ehrliche Wertschaetzung. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 235,2026-04-25,prompt,X/Twitter,Analysiere Mastermind-Plan und generiere 10 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
