id,title,goal,prompt,example
176,Creator Newsletter: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 Hooks fuer SaaS Founder. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
177,Sales Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 7 Content-Ideen fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
178,DM Scripts: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 7 CTA-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
179,Kurzvideo Skript: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 9 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
180,FAQ Engine: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Monetarisierungs-Funnel und generiere 5 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
181,Landing Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 10 Thread-Outlines fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
182,Mastermind: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 7 High-Ticket-Argumente fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
183,Hook Generator: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Framework. Zielgruppe: SaaS Founder. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
184,Thread Outline: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 10 Objection-Replies fuer B2B Marketer. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
185,Tweet Variations: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 DM-Templates im Stil Template. Zielgruppe: Berater. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
186,CTA Builder: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 10 High-Ticket-Argumente. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
187,Content Audit: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Content-Titel fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
188,Positionierung: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 5 Objection-Replies fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
189,Offer Design: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Thread System und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
190,Pricing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 7 Tweet-Varianten fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
191,Lead Magnet: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Thread System und generiere 10 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
192,Content Kalender: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 12 Hooks im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
193,Repurposing: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 10 Offer-Statements fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
194,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Tweet-Varianten fuer Coaches. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
195,Objection Handling: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 7 High-Ticket-Argumente fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
196,Use-Case Mapping: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 5 Tweet-Varianten fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
197,Audience Research: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Framework. Zielgruppe: Coaches. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
198,Angle Finder: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
199,Benefit Stacking: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 10 Tweet-Varianten fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Offer: 'Content Factory in a Box'
200,Case Study: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 CTA-Ideen fuer B2B Marketer. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
201,SaaS Content: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Tweet-Varianten fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
202,Creator Newsletter: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
203,Sales Page: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
204,DM Scripts: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 Content-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
205,Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Objection-Replies fuer SaaS Founder. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
206,FAQ Engine: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 10 Offer-Statements fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
207,Landing Page: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Tweet Engine und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
208,Mastermind: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 7 Pricing-Optionen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
209,Hook Generator: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Tweet Engine und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
210,Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Offer-Statements fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
211,Tweet Variations: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 5 Content-Titel fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box'
212,CTA Builder: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 7 Pricing-Optionen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
213,Content Audit: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 Use-Cases fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
214,Positionierung: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 7 Thread-Outlines fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
215,Offer Design: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Tweet-Varianten fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
216,Pricing: Hooks,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 Hooks im Stil Beispiel + Analyse. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
217,Lead Magnet: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
218,Content Kalender: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 10 Content-Titel fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
219,Repurposing: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Schritt-fuer-Schritt. Zielgruppe: Solo-Creator. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
220,Story Framework: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 9 High-Ticket-Argumente fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
221,Objection Handling: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 7 High-Ticket-Argumente fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box'
222,Use-Case Mapping: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 Objection-Replies fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
223,Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 10 Objection-Replies fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Offer: 'Content Factory in a Box'
224,Angle Finder: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 10 Hooks fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
225,Benefit Stacking: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 CTA-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
226,Case Study: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 High-Ticket-Argumente fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box'
227,SaaS Content: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Tweet Engine und generiere 9 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
228,Creator Newsletter: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Offer-Statements fuer Solo-Creator. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
229,Sales Page: Hooks,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
230,DM Scripts: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 12 Lead-Magnet-Ideen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
231,Kurzvideo Skript: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Thread-Outlines fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
232,FAQ Engine: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Content-Titel im Stil Pro/Contra. Zielgruppe: Coaches. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
233,Landing Page: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
234,Mastermind: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
235,Hook Generator: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Mastermind-Plan und generiere 10 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
236,Thread Outline: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 12 DM-Templates fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
237,Tweet Variations: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Mastermind-Plan und generiere 5 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
238,CTA Builder: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 Pricing-Optionen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
239,Content Audit: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Tweet Engine und generiere 12 High-Ticket-Argumente. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
240,Positionierung: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Checkliste. Zielgruppe: Berater. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
241,Offer Design: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
242,Pricing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 9 CTA-Ideen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
243,Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 CTA-Ideen fuer Berater. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
244,Content Kalender: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 Content-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box'
245,Repurposing: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 9 High-Ticket-Argumente im Stil Kurz und direkt. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
246,Story Framework: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 10 Hooks fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
247,Objection Handling: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 10 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
248,Use-Case Mapping: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 CTA-Ideen fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
249,Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
250,Angle Finder: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Creator Stack und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
251,Benefit Stacking: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 7 High-Ticket-Argumente im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
252,Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Content-Ideen fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
253,SaaS Content: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Content-Titel fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
254,Creator Newsletter: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Pricing-Optionen fuer Berater. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
255,Sales Page: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Prompt Pack und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
256,DM Scripts: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box'
257,Kurzvideo Skript: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Use-Cases fuer Coaches. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
258,FAQ Engine: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 Use-Cases fuer Berater. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
259,Landing Page: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
260,Mastermind: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 9 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
261,Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 7 Objection-Replies fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box'
262,Thread Outline: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 10 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
263,Tweet Variations: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 12 Pricing-Optionen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
264,CTA Builder: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 10 DM-Templates fuer Coaches. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
