id,title,goal,prompt,example
173,Kurzvideo Skript: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
174,FAQ Engine: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 7 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
175,Landing Page: Hooks,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Hook-Datenbank und generiere 9 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
176,Hook Generator: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Hooks fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
177,Thread Outline: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 Objection-Replies im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
178,Tweet Variations: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Use-Cases fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
179,CTA Builder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Pro/Contra. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
180,Content Audit: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Content-Titel fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
181,Positionierung: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 Tweet-Varianten fuer Agenturen. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
182,Offer Design: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 12 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
183,Pricing: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 12 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
184,Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 DM-Templates fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
185,Content Kalender: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Offer-Statements fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
186,Repurposing: Hooks,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Prompt Pack und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
187,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Beispiel + Analyse. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
188,Objection Handling: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Objection-Replies fuer Berater. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
189,Use-Case Mapping: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Thread-Outlines fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
190,Audience Research: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 10 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
191,Angle Finder: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 Hooks fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 24 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
192,Benefit Stacking: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 7 Content-Titel fuer Coaches. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
193,Case Study: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 CTA-Ideen fuer Agenturen. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
194,SaaS Content: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Content-Ideen fuer B2B Marketer. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 24 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
195,Creator Newsletter: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 7 DM-Templates fuer Agenturen. Nutze Framework und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
196,Sales Page: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Checkliste. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
197,DM Scripts: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Objection-Replies fuer Coaches. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
198,Kurzvideo Skript: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 CTA-Ideen im Stil Framework. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
199,FAQ Engine: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Thread-Outlines fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
200,Landing Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Thread-Outlines fuer Solo-Creator. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
201,Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 7 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
202,Thread Outline: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 10 Use-Cases fuer Agenturen. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
203,Tweet Variations: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Content-Ideen fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
204,CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 12 CTA-Ideen im Stil Pro/Contra. Zielgruppe: Solo-Creator. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
205,Content Audit: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Prompt Pack und generiere 12 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
206,Positionierung: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 5 Use-Cases fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
207,Offer Design: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 DM-Templates fuer Solo-Creator. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
208,Pricing: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 9 Content-Titel im Stil Pro/Contra. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
209,Lead Magnet: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 12 Use-Cases fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
210,Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 12 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
211,Repurposing: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Content-Titel fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
212,Story Framework: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Objection-Replies fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
213,Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 10 Thread-Outlines fuer B2B Marketer. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
214,Use-Case Mapping: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Use-Cases fuer B2B Marketer. Nutze Pro/Contra und halte jede Ausgabe unter 24 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
215,Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Tweet-Varianten fuer Agenturen. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
216,Angle Finder: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 9 DM-Templates im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
217,Benefit Stacking: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Content-Titel im Stil Framework. Zielgruppe: Solo-Creator. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
218,Case Study: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 9 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: Solo-Creator. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
219,SaaS Content: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 7 Hooks fuer SaaS Founder. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
220,Creator Newsletter: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Template. Zielgruppe: Coaches. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
221,Sales Page: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
222,DM Scripts: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Thread System und generiere 10 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
223,Kurzvideo Skript: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 Lead-Magnet-Ideen fuer B2B Marketer. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
224,FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Tweet-Varianten fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
225,Landing Page: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
226,Hook Generator: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
227,Thread Outline: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 Content-Ideen fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
228,Tweet Variations: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Objection-Replies fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
229,CTA Builder: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Monetarisierungs-Funnel und generiere 9 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
230,Content Audit: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 9 Objection-Replies fuer Berater. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 20 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
231,Positionierung: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Tweet Engine und generiere 7 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
232,Offer Design: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 9 Content-Ideen fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
233,Pricing: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
234,Lead Magnet: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Content Factory und generiere 9 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
235,Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Monetarisierungs-Funnel und generiere 10 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
236,Repurposing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
237,Story Framework: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 CTA-Ideen fuer SaaS Founder. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
238,Objection Handling: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 10 Pricing-Optionen fuer Berater. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
239,Use-Case Mapping: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Thread System und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
240,Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 Objection-Replies fuer SaaS Founder. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
241,Angle Finder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Schritt-fuer-Schritt. Zielgruppe: Solo-Creator. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
242,Benefit Stacking: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 5 Lead-Magnet-Ideen im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
243,Case Study: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Thread System und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
244,SaaS Content: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
245,Creator Newsletter: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Pricing-Optionen fuer Agenturen. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
246,Sales Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
247,DM Scripts: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
248,Kurzvideo Skript: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Content-Titel im Stil Framework. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
249,FAQ Engine: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 Hooks fuer SaaS Founder. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
250,Landing Page: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 10 Hooks im Stil Checkliste. Zielgruppe: Solo-Creator. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
251,Hook Generator: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Framework. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
252,Thread Outline: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Pricing-Optionen fuer Agenturen. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
253,Tweet Variations: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 12 Content-Titel im Stil Pro/Contra. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
254,CTA Builder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
255,Content Audit: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
256,Positionierung: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Tweet-Varianten fuer Agenturen. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
257,Offer Design: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Berater. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
258,Pricing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Prompt Pack und generiere 9 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
