id,title,goal,prompt,example
177,Thread Outline: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 7 Content-Ideen fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
178,Tweet Variations: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 12 Use-Cases fuer Solo-Creator. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
179,CTA Builder: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 Content-Ideen fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
180,Content Audit: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Use-Cases im Stil Framework. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
181,Positionierung: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Lead-Magnet-Ideen im Stil Framework. Zielgruppe: Coaches. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
182,Offer Design: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 9 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
183,Pricing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Creator Stack und generiere 10 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
184,Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Prompt Pack und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
185,Content Kalender: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 10 DM-Templates im Stil Template. Zielgruppe: Agenturen. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
186,Repurposing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Content Factory und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
187,Story Framework: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Pricing-Optionen fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
188,Objection Handling: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Tweet-Varianten fuer Agenturen. Nutze Beispiel + Analyse und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
189,Use-Case Mapping: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Thread-Outlines fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
190,Audience Research: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Thread System und generiere 10 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
191,Angle Finder: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 Content-Ideen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
192,Benefit Stacking: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 Hooks fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
193,Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 5 Content-Ideen im Stil Template. Zielgruppe: B2B Marketer. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
194,SaaS Content: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 10 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
195,Creator Newsletter: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 10 Lead-Magnet-Ideen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
196,Sales Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Content-Ideen im Stil Schritt-fuer-Schritt. Zielgruppe: SaaS Founder. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
197,DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Offer-Statements fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
198,Kurzvideo Skript: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 9 Pricing-Optionen fuer Agenturen. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
199,FAQ Engine: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Thread System und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
200,Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 Content-Ideen fuer Berater. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
201,Hook Generator: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 7 Content-Titel fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
202,Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Hook-Datenbank und generiere 9 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
203,Tweet Variations: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 10 Thread-Outlines fuer Coaches. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
204,CTA Builder: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
205,Content Audit: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 10 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
206,Positionierung: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Baue 5 Use-Cases fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box'
207,Offer Design: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Creator Stack und generiere 9 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
208,Pricing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Pricing-Optionen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
209,Lead Magnet: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Tweet-Varianten fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
210,Content Kalender: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Tweet-Varianten fuer B2B Marketer. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
211,Repurposing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 10 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
212,Story Framework: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 10 Thread-Outlines im Stil Framework. Zielgruppe: Coaches. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
213,Objection Handling: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 5 Content-Titel fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box'
214,Use-Case Mapping: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Tweet Engine und generiere 12 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
215,Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
216,Angle Finder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 7 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
217,Benefit Stacking: Hooks,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Hook-Datenbank und generiere 9 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
218,Case Study: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Hooks fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
219,SaaS Content: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 Objection-Replies im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
220,Creator Newsletter: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Use-Cases fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
221,Sales Page: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 Offer-Statements im Stil Pro/Contra. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
222,DM Scripts: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Content-Titel fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
223,Kurzvideo Skript: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 Tweet-Varianten fuer Agenturen. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
224,FAQ Engine: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Objection-Replies fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box'
225,Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 12 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
226,Hook Generator: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 DM-Templates fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
227,Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Offer-Statements fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
228,Tweet Variations: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
229,CTA Builder: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Pro/Contra. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
230,Content Audit: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Objection-Replies fuer Berater. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
231,Positionierung: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Thread-Outlines fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
232,Offer Design: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 10 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
233,Pricing: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 9 Hooks fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
234,Lead Magnet: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 12 Content-Titel fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
235,Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Pricing-Optionen fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
236,Repurposing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Tweet-Varianten fuer Solo-Creator. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
237,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere AI-Agenten Workflow und generiere 10 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
238,Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 9 Thread-Outlines im Stil Schritt-fuer-Schritt. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
239,Use-Case Mapping: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Objection-Replies fuer Coaches. Nutze Pro/Contra und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
240,Audience Research: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 CTA-Ideen im Stil Framework. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
241,Angle Finder: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Thread-Outlines fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
242,Benefit Stacking: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Thread-Outlines fuer Solo-Creator. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
243,Case Study: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 7 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
244,SaaS Content: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 10 Use-Cases fuer Agenturen. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
245,Creator Newsletter: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Content-Ideen fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
246,Sales Page: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 12 CTA-Ideen im Stil Pro/Contra. Zielgruppe: Solo-Creator. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
247,DM Scripts: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Prompt Pack und generiere 12 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
248,Kurzvideo Skript: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 5 Use-Cases fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
249,FAQ Engine: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 DM-Templates fuer Solo-Creator. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
250,Landing Page: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 Content-Titel fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
251,Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 9 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
252,Thread Outline: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 7 Tweet-Varianten fuer Agenturen. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
253,Tweet Variations: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 12 CTA-Ideen fuer SaaS Founder. Nutze Framework und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
254,CTA Builder: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 Thread-Outlines fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
255,Content Audit: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Content Factory und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
256,Positionierung: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Objection-Replies fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
257,Offer Design: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Use-Cases fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 24 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
258,Pricing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Tweet-Varianten fuer Agenturen. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
259,Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 9 DM-Templates im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
260,Content Kalender: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 7 Content-Titel fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
261,Repurposing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Tweet Engine und generiere 12 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
262,Story Framework: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 7 Hooks fuer SaaS Founder. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
263,Objection Handling: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Template. Zielgruppe: Coaches. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
264,Use-Case Mapping: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
265,Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Thread System und generiere 10 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
